Simulation_Time,Event_Type,Drone_1,Drone_2,Distance,Collision_Threshold,Drone_1_Position,Drone_2_Position,Drone_1_Speed,Drone_2_Speed
12303.00,COLLISION_END,FP000109,FP000114,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
12303.00,COLLISION_END,FP000113,FP000119,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
12303.00,COLLISION_END,FP000113,FP000114,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
12303.00,COLLISION_END,FP000107,FP000119,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
12303.00,COLLISION_END,FP000107,FP000114,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
12303.00,COLLISION_END,FP000106,FP000107,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
12303.00,COLLISION_END,FP000106,FP000113,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
12303.00,COLLISION_END,FP000106,FP000109,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
12303.00,COLLISION_END,FP000106,FP000121,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
12303.00,COLLISION_END,FP000101,FP000106,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
12303.00,COLLISION_END,FP000101,FP000119,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
12303.00,COLLISION_END,FP000101,FP000114,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
12304.00,COLLISION_END,FP000091,FP000092,40.00,30.00,"(4536.81,0.00,19027.54)","(4525.74,4.31,18989.35)",0.00,20.00
12304.00,COLLISION_END,FP000091,FP000097,40.00,30.00,"(4536.81,0.00,19027.54)","(4525.74,4.31,18989.35)",0.00,20.00
12304.00,COLLISION_END,FP000084,FP000092,40.00,30.00,"(4536.81,0.00,19027.54)","(4525.74,4.31,18989.35)",0.00,20.00
12304.00,COLLISION_END,FP000084,FP000097,40.00,30.00,"(4536.81,0.00,19027.54)","(4525.74,4.31,18989.35)",0.00,20.00
12304.00,COLLISION_END,FP000085,FP000092,40.00,30.00,"(4536.81,0.00,19027.54)","(4525.74,4.31,18989.35)",0.00,20.00
12304.00,COLLISION_END,FP000085,FP000097,40.00,30.00,"(4536.81,0.00,19027.54)","(4525.74,4.31,18989.35)",0.00,20.00
12307.00,COLLISION_END,FP000114,FP000119,37.33,30.00,"(10091.63,15.24,8130.60)","(10075.79,15.24,8096.79)",44.00,44.00
12307.00,COLLISION_END,FP000106,FP000119,62.23,30.00,"(10119.79,15.24,8052.79)","(10075.79,15.24,8096.79)",44.00,44.00
12307.00,COLLISION_END,FP000106,FP000114,82.74,30.00,"(10119.79,15.24,8052.79)","(10091.63,15.24,8130.60)",44.00,44.00
12310.00,COLLISION_END,FP000092,FP000097,36.18,30.00,"(4510.85,15.09,18878.47)","(4478.07,15.10,18893.79)",20.00,20.00
12365.00,COLLISION_END,FP000101,FP000113,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
12365.00,COLLISION_END,FP000101,FP000103,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
12365.00,COLLISION_END,FP000101,FP000121,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
12365.00,COLLISION_END,FP000101,FP000107,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
12365.00,COLLISION_END,FP000101,FP000109,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
12523.00,COLLISION_START,FP000085,FP000093,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
12523.00,COLLISION_START,FP000091,FP000093,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
12523.00,COLLISION_START,FP000084,FP000093,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
12610.00,COLLISION_START,FP000084,FP000087,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
12610.00,COLLISION_START,FP000087,FP000091,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
12610.00,COLLISION_START,FP000087,FP000093,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
12610.00,COLLISION_START,FP000085,FP000087,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
12638.00,COLLISION_START,FP000103,FP000110,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12638.00,COLLISION_START,FP000107,FP000110,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12638.00,COLLISION_START,FP000109,FP000110,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12638.00,COLLISION_START,FP000110,FP000113,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12638.00,COLLISION_START,FP000110,FP000121,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12806.00,COLLISION_START,FP000109,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12806.00,COLLISION_START,FP000113,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12806.00,COLLISION_START,FP000107,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12806.00,COLLISION_START,FP000110,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12806.00,COLLISION_START,FP000103,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12806.00,COLLISION_START,FP000120,FP000121,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12812.00,COLLISION_START,FP000102,FP000103,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12812.00,COLLISION_START,FP000102,FP000110,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12812.00,COLLISION_START,FP000102,FP000107,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12812.00,COLLISION_START,FP000102,FP000113,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12812.00,COLLISION_START,FP000102,FP000121,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12812.00,COLLISION_START,FP000102,FP000109,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12812.00,COLLISION_START,FP000102,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12823.00,COLLISION_END,FP000102,FP000121,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
12823.00,COLLISION_END,FP000120,FP000121,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
12823.00,COLLISION_END,FP000110,FP000121,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
12823.00,COLLISION_END,FP000103,FP000121,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
12823.00,COLLISION_END,FP000107,FP000121,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
12823.00,COLLISION_END,FP000109,FP000121,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
12823.00,COLLISION_END,FP000113,FP000121,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
12887.00,COLLISION_END,FP000102,FP000103,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
12887.00,COLLISION_END,FP000103,FP000109,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
12887.00,COLLISION_END,FP000103,FP000107,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
12887.00,COLLISION_END,FP000103,FP000113,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
12887.00,COLLISION_END,FP000103,FP000110,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
12887.00,COLLISION_END,FP000103,FP000120,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
12900.00,COLLISION_START,FP000109,FP000118,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12900.00,COLLISION_START,FP000110,FP000118,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12900.00,COLLISION_START,FP000107,FP000118,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12900.00,COLLISION_START,FP000113,FP000118,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12900.00,COLLISION_START,FP000102,FP000118,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12900.00,COLLISION_START,FP000118,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12925.00,COLLISION_START,FP000109,FP000112,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12925.00,COLLISION_START,FP000110,FP000112,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12925.00,COLLISION_START,FP000107,FP000112,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12925.00,COLLISION_START,FP000112,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12925.00,COLLISION_START,FP000112,FP000113,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12925.00,COLLISION_START,FP000112,FP000118,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
12925.00,COLLISION_START,FP000102,FP000112,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13000.00,COLLISION_END,FP000107,FP000109,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13000.00,COLLISION_END,FP000102,FP000109,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13000.00,COLLISION_END,FP000109,FP000112,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13000.00,COLLISION_END,FP000109,FP000118,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13000.00,COLLISION_END,FP000109,FP000110,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13000.00,COLLISION_END,FP000109,FP000120,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13001.00,COLLISION_END,FP000085,FP000087,40.00,30.00,"(4525.74,4.31,18989.35)","(4536.81,0.00,19027.54)",20.00,0.00
13001.00,COLLISION_END,FP000085,FP000093,40.00,30.00,"(4525.74,4.31,18989.35)","(4536.81,0.00,19027.54)",20.00,0.00
13001.00,COLLISION_END,FP000109,FP000113,48.00,30.00,"(10175.37,9.32,8096.46)","(10223.10,4.24,8096.16)",44.00,20.00
13001.00,COLLISION_END,FP000102,FP000113,40.00,30.00,"(10262.88,0.00,8095.92)","(10223.10,4.24,8096.16)",0.00,20.00
13001.00,COLLISION_END,FP000110,FP000113,40.00,30.00,"(10262.88,0.00,8095.92)","(10223.10,4.24,8096.16)",0.00,20.00
13001.00,COLLISION_END,FP000112,FP000113,40.00,30.00,"(10262.88,0.00,8095.92)","(10223.10,4.24,8096.16)",0.00,20.00
13001.00,COLLISION_END,FP000113,FP000118,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
13001.00,COLLISION_END,FP000113,FP000120,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
13001.00,COLLISION_END,FP000107,FP000113,40.00,30.00,"(10262.88,0.00,8095.92)","(10223.10,4.24,8096.16)",0.00,20.00
13001.00,COLLISION_END,FP000087,FP000091,40.00,30.00,"(4536.81,0.00,19027.54)","(4525.74,4.31,18989.35)",0.00,20.00
13001.00,COLLISION_END,FP000091,FP000093,40.00,30.00,"(4525.74,4.31,18989.35)","(4536.81,0.00,19027.54)",20.00,0.00
13001.00,COLLISION_END,FP000084,FP000091,40.00,30.00,"(4536.81,0.00,19027.54)","(4525.74,4.31,18989.35)",0.00,20.00
13001.00,COLLISION_END,FP000084,FP000085,40.00,30.00,"(4536.81,0.00,19027.54)","(4525.74,4.31,18989.35)",0.00,20.00
13007.00,COLLISION_START,FP000084,FP000096,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13007.00,COLLISION_START,FP000087,FP000096,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13007.00,COLLISION_START,FP000093,FP000096,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13008.00,COLLISION_END,FP000085,FP000091,33.88,30.00,"(4523.62,15.10,18863.08)","(4538.07,15.10,18893.72)",20.00,20.00
13053.00,COLLISION_START,FP000102,FP000105,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13053.00,COLLISION_START,FP000105,FP000112,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13053.00,COLLISION_START,FP000105,FP000107,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13053.00,COLLISION_START,FP000105,FP000118,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13053.00,COLLISION_START,FP000105,FP000110,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13053.00,COLLISION_START,FP000105,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13054.00,COLLISION_END,FP000105,FP000107,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13054.00,COLLISION_END,FP000102,FP000107,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13054.00,COLLISION_END,FP000107,FP000110,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13054.00,COLLISION_END,FP000107,FP000118,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13054.00,COLLISION_END,FP000107,FP000112,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13054.00,COLLISION_END,FP000107,FP000120,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13195.00,COLLISION_END,FP000084,FP000087,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
13195.00,COLLISION_END,FP000084,FP000096,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
13195.00,COLLISION_END,FP000084,FP000093,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
13233.00,COLLISION_START,FP000099,FP000102,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13233.00,COLLISION_START,FP000099,FP000118,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13233.00,COLLISION_START,FP000099,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13233.00,COLLISION_START,FP000099,FP000105,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13233.00,COLLISION_START,FP000099,FP000110,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13233.00,COLLISION_START,FP000099,FP000112,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13402.00,COLLISION_START,FP000087,FP000094,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13402.00,COLLISION_START,FP000093,FP000094,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13402.00,COLLISION_START,FP000094,FP000096,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13480.00,COLLISION_START,FP000102,FP000117,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13480.00,COLLISION_START,FP000105,FP000117,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13480.00,COLLISION_START,FP000110,FP000117,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13480.00,COLLISION_START,FP000112,FP000117,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13480.00,COLLISION_START,FP000117,FP000120,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13480.00,COLLISION_START,FP000117,FP000118,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13480.00,COLLISION_START,FP000099,FP000117,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13525.00,COLLISION_END,FP000087,FP000093,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
13525.00,COLLISION_END,FP000093,FP000096,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
13525.00,COLLISION_END,FP000093,FP000094,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
13538.00,COLLISION_START,FP000082,FP000094,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13538.00,COLLISION_START,FP000082,FP000087,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13538.00,COLLISION_START,FP000082,FP000096,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13612.00,COLLISION_END,FP000082,FP000087,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
13612.00,COLLISION_END,FP000087,FP000094,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
13612.00,COLLISION_END,FP000087,FP000096,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
13619.00,COLLISION_START,FP000082,FP000086,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13619.00,COLLISION_START,FP000086,FP000096,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13619.00,COLLISION_START,FP000086,FP000094,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13620.00,COLLISION_END,FP000110,FP000118,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13620.00,COLLISION_END,FP000110,FP000117,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13620.00,COLLISION_END,FP000110,FP000112,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13620.00,COLLISION_END,FP000105,FP000120,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13620.00,COLLISION_END,FP000105,FP000110,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13620.00,COLLISION_END,FP000118,FP000120,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13620.00,COLLISION_END,FP000102,FP000120,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13620.00,COLLISION_END,FP000102,FP000110,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13620.00,COLLISION_END,FP000099,FP000120,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13620.00,COLLISION_END,FP000099,FP000110,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13620.00,COLLISION_END,FP000117,FP000120,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13620.00,COLLISION_END,FP000112,FP000120,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13624.00,COLLISION_END,FP000110,FP000120,88.00,30.00,"(10119.79,15.24,8052.79)","(10119.79,15.24,8140.79)",44.00,44.00
13643.00,COLLISION_START,FP000102,FP000116,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13643.00,COLLISION_START,FP000105,FP000116,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13643.00,COLLISION_START,FP000099,FP000116,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13643.00,COLLISION_START,FP000112,FP000116,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13643.00,COLLISION_START,FP000116,FP000118,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13643.00,COLLISION_START,FP000116,FP000117,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13691.00,COLLISION_END,FP000099,FP000102,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
13691.00,COLLISION_END,FP000102,FP000112,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13691.00,COLLISION_END,FP000102,FP000116,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13691.00,COLLISION_END,FP000102,FP000117,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13691.00,COLLISION_END,FP000102,FP000118,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13691.00,COLLISION_END,FP000102,FP000105,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
13712.00,COLLISION_START,FP000086,FP000095,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13712.00,COLLISION_START,FP000094,FP000095,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13712.00,COLLISION_START,FP000082,FP000095,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13712.00,COLLISION_START,FP000095,FP000096,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13872.00,COLLISION_START,FP000086,FP000090,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13872.00,COLLISION_START,FP000082,FP000090,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13872.00,COLLISION_START,FP000090,FP000095,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13872.00,COLLISION_START,FP000090,FP000096,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13872.00,COLLISION_START,FP000090,FP000094,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
13901.00,COLLISION_END,FP000099,FP000118,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
13901.00,COLLISION_END,FP000105,FP000118,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
13901.00,COLLISION_END,FP000112,FP000118,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
13901.00,COLLISION_END,FP000117,FP000118,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
13901.00,COLLISION_END,FP000116,FP000118,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
13926.00,COLLISION_END,FP000105,FP000112,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
13926.00,COLLISION_END,FP000099,FP000112,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
13926.00,COLLISION_END,FP000112,FP000116,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
13926.00,COLLISION_END,FP000112,FP000117,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
13956.00,COLLISION_START,FP000099,FP000104,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13956.00,COLLISION_START,FP000104,FP000116,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13956.00,COLLISION_START,FP000104,FP000117,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
13956.00,COLLISION_START,FP000104,FP000105,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
14011.00,COLLISION_END,FP000082,FP000096,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
14011.00,COLLISION_END,FP000086,FP000096,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
