OAS_NUMBER,VERIFICATION_STATUS,COUNTRY,STATE,CITY,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,LATITUDE_DMS,LONGITUDE_DMS,OBSTACLE_TYPE,QUANTITY,AGL_HT,AMSL_HT,LIGHTING,HORIZONTAL_ACCURACY,VERTICAL_ACCURACY,MARK_INDICATOR,FAA_STUDY_NUMBER,ACTION,JULIAN_DATE
36-020752,O,US,NY,NEW YORK,40.523694,-74.214694,40 31 25.30N,074 12 52.90W,TOWER,1,58,88,N,5.0,D,N,2010AEA01654OE A,20,10134
36-000225,O,US,NY,BROOKLYN,40.573611,-73.884722,40 34 25.00N,073 53 05.00W,BRIDGE,1,226,226,R,5.0,D,M,C,20,14152
36-006174,U,US,NY,BROOKLYN,40.575,-73.999722,40 34 30.00N,073 59 59.00W,BLDG,1,194,203,U,,,U,A,19,76150
36-213501,O,US,NY,BROOKLYN,40.575964,-73.982628,40 34 33.47N,073 58 57.46W,BLDG,1,310,316,N,1.0,A,N,2021AEA05808OE C,20,23243
36-225709,O,US,NY,BROOKLYN,40.579322,-73.973956,40 34 45.56N,073 58 26.24W,BLDG,1,270,278,R,4.0,D,N,2022AEA11684OE A,20,24004
36-030036,O,US,NY,BROOKLYN,40.586403,-73.953442,40 35 11.05N,073 57 12.39W,BLDG,1,340,347,R,4.0,D,N,2015AEA00018OE A,20,16354
36-000251,O,US,NY,NEW YORK,40.591247,-74.198669,40 35 28.49N,074 11 55.21W,STACK,1,499,515,D,5.0,D,N,2008AEA02455OE C,20,9127
36-173275,O,US,NY,NEW YORK,40.591383,-73.807856,40 35 28.98N,073 48 28.28W,TOWER,1,145,150,N,2.0,C,N,2020AEA10805OE A,20,21102
36-222031,O,US,NY,BROOKLYN,40.595272,-73.950297,40 35 42.98N,073 57 01.07W,BLDG,1,261,275,N,4.0,D,N,2022AEA12752OE A,20,23320
36-150633,U,US,NY,BROOKLYN,40.604639,-73.899061,40 36 16.70N,073 53 56.62W,BRIDGE,1,72,72,N,4.0,D,N,2015AEA05775OE A,20,19092
36-000270,O,US,NY,BROOKLYN,40.608333,-74.038611,40 36 30.00N,074 02 19.00W,BRIDGE,1,693,693,R,3.0,C,N,C,20,14152
36-002040,U,US,NY,BROOKLYN,40.609167,-74.024444,40 36 33.00N,074 01 28.00W,BLDG,1,254,278,R,4.0,D,N,1999AEA02746OE C,20,14124
36-025859,O,US,NY,BROOKLYN,40.6117,-73.914181,40 36 42.12N,073 54 51.05W,TOWER,1,105,113,N,1.0,A,N,2012AEA04972OE A,20,12339
36-006175,O,US,NY,BROOKLYN,40.614611,-73.926833,40 36 52.60N,073 55 36.60W,BLDG-TWR,1,113,130,N,5.0,D,N,C,20,14037
36-022715,O,US,NY,NEW YORK,40.615589,-73.761158,40 36 56.12N,073 45 40.17W,T-L TWR,1,151,151,U,1.0,A,U,A,20,11035
36-022716,O,US,NY,NEW YORK,40.618061,-73.759628,40 37 05.02N,073 45 34.66W,T-L TWR,1,139,140,U,1.0,A,U,A,20,11035
36-226210,U,US,NY,BROOKLYN,40.618333,-74.021667,40 37 06.00N,074 01 18.00W,BLDG,1,104,183,N,4.0,D,N,2020AEA07276OE A,20,23305
36-022714,O,US,NY,NEW YORK,40.618472,-73.7517,40 37 06.50N,073 45 06.12W,T-L TWR,1,99,111,U,1.0,A,U,A,20,11035
36-197814,U,US,NY,BROOKLYN,40.620481,-73.964819,40 37 13.73N,073 57 53.35W,BLDG,1,207,241,R,1.0,A,N,2020AEA01406OE A,20,22271
36-022720,O,US,NY,NEW YORK,40.623753,-73.769956,40 37 25.51N,073 46 11.84W,BLDG,1,9,17,U,1.0,A,U,A,20,11035
36-022718,O,US,NY,NEW YORK,40.624308,-73.771219,40 37 27.51N,073 46 16.39W,NAVAID,1,7,17,U,1.0,A,U,A,20,11035
36-022719,O,US,NY,NEW YORK,40.625258,-73.784269,40 37 30.93N,073 47 03.37W,TOWER,1,34,42,U,1.0,A,U,A,20,11035
36-022713,O,US,NY,NEW YORK,40.625414,-73.768539,40 37 31.49N,073 46 06.74W,POLE,1,25,29,U,1.0,A,U,A,20,11035
36-022712,O,US,NY,NEW YORK,40.625481,-73.784017,40 37 31.73N,073 47 02.46W,POLE,1,22,29,U,1.0,A,U,A,20,11035
36-022711,O,US,NY,NEW YORK,40.626011,-73.768158,40 37 33.64N,073 46 05.37W,POLE,1,25,29,U,1.0,A,U,A,20,11035
36-022705,O,US,NY,NEW YORK,40.628361,-73.769731,40 37 42.10N,073 46 11.03W,TOWER,1,36,45,U,1.0,A,U,A,20,11035
36-022704,O,US,NY,NEW YORK,40.628839,-73.777939,40 37 43.82N,073 46 40.58W,NAVAID,1,21,28,U,1.0,A,U,A,20,11035
36-022708,O,US,NY,NEW YORK,40.629014,-73.771911,40 37 44.45N,073 46 18.88W,NAVAID,1,21,30,U,1.0,A,U,A,20,11035
36-022709,O,US,NY,NEW YORK,40.629028,-73.778636,40 37 44.50N,073 46 43.09W,NAVAID,1,9,17,U,1.0,A,U,A,20,11035
36-001355,O,US,NY,NEW YORK,40.630556,-73.741667,40 37 50.00N,073 44 30.00W,STACK,1,129,133,N,5.0,D,N,C,20,14152
36-022706,O,US,NY,NEW YORK,40.632883,-73.771389,40 37 58.38N,073 46 17.00W,NAVAID,1,39,48,U,1.0,A,U,A,20,11035
36-022707,O,US,NY,NEW YORK,40.633297,-73.785947,40 37 59.87N,073 47 09.41W,TOWER,1,43,51,U,1.0,A,U,A,20,11035
36-022702,O,US,NY,NEW YORK,40.633906,-73.774156,40 38 02.06N,073 46 26.96W,POLE,1,23,32,U,1.0,A,U,A,20,11035
36-022691,O,US,NY,NEW YORK,40.634742,-73.779783,40 38 05.07N,073 46 47.22W,TOWER,1,53,62,U,1.0,A,U,A,20,11035
36-022692,O,US,NY,NEW YORK,40.634939,-73.761167,40 38 05.78N,073 45 40.20W,POLE,1,20,34,U,1.0,A,U,A,20,11035
36-022689,O,US,NY,NEW YORK,40.635344,-73.758953,40 38 07.24N,073 45 32.23W,TOWER,1,41,56,U,1.0,A,U,A,20,11035
36-022703,O,US,NY,NEW YORK,40.638711,-73.766258,40 38 19.36N,073 45 58.53W,TOWER,1,61,70,U,1.0,A,U,A,20,11035
36-022694,O,US,NY,NEW YORK,40.639244,-73.770533,40 38 21.28N,073 46 13.92W,TOWER,1,32,41,U,1.0,A,U,A,20,11035
36-022693,O,US,NY,NEW YORK,40.639558,-73.766431,40 38 22.41N,073 45 59.15W,TOWER,1,108,118,U,1.0,A,U,A,20,11035
36-022690,O,US,NY,NEW YORK,40.640133,-73.7515,40 38 24.48N,073 45 05.40W,POLE,1,28,46,U,1.0,A,U,A,20,11035
36-022695,O,US,NY,NEW YORK,40.642142,-73.755403,40 38 31.71N,073 45 19.45W,POLE,1,20,33,U,1.0,A,U,A,20,11035
36-022685,O,US,NY,NEW YORK,40.64265,-73.755067,40 38 33.54N,073 45 18.24W,NAVAID,1,23,35,U,1.0,A,U,A,20,11035
36-022687,O,US,NY,NEW YORK,40.642767,-73.755011,40 38 33.96N,073 45 18.04W,POLE,1,22,33,U,1.0,A,U,A,20,11035
36-022683,O,US,NY,NEW YORK,40.643169,-73.761961,40 38 35.41N,073 45 43.06W,FENCE,1,17,27,U,1.0,A,U,A,20,11035
36-025300,O,US,NY,BROOKLYN,40.645875,-74.006231,40 38 45.15N,074 00 22.43W,BLDG,1,61,223,N,1.0,A,N,2011AEA00208OE A,20,11209
36-022684,O,US,NY,NEW YORK,40.647294,-73.763378,40 38 50.26N,073 45 48.16W,POLE,1,18,30,U,1.0,A,U,A,20,11035
36-022676,O,US,NY,NEW YORK,40.647314,-73.764172,40 38 50.33N,073 45 51.02W,TOWER,1,41,53,U,1.0,A,U,A,20,11035
36-022672,O,US,NY,NEW YORK,40.647536,-73.76425,40 38 51.13N,073 45 51.30W,POLE,1,18,30,U,1.0,A,U,A,20,11035
36-022675,O,US,NY,NEW YORK,40.647658,-73.752967,40 38 51.57N,073 45 10.68W,NAVAID,1,10,20,U,1.0,A,U,A,20,11035
36-022674,O,US,NY,NEW YORK,40.648136,-73.753661,40 38 53.29N,073 45 13.18W,NAVAID,1,25,34,U,1.0,A,U,A,20,11035
36-022671,O,US,NY,NEW YORK,40.648567,-73.808472,40 38 54.84N,073 48 30.50W,BLDG,1,74,86,U,1.0,A,U,A,20,11035
36-022673,O,US,NY,NEW YORK,40.648656,-73.823353,40 38 55.16N,073 49 24.07W,TANK,1,46,49,U,1.0,A,U,A,20,11035
36-022681,O,US,NY,NEW YORK,40.649328,-73.820636,40 38 57.58N,073 49 14.29W,BLDG,1,13,22,U,1.0,A,U,A,20,11035
36-022670,O,US,NY,NEW YORK,40.649644,-73.759314,40 38 58.72N,073 45 33.53W,POLE,1,42,53,U,1.0,A,U,A,20,11035
36-022677,O,US,NY,NEW YORK,40.6499,-73.820117,40 38 59.64N,073 49 12.42W,NAVAID,1,11,21,U,1.0,A,U,A,20,11035
36-022678,O,US,NY,NEW YORK,40.650192,-73.769078,40 39 00.69N,073 46 08.68W,POLE,1,33,45,U,1.0,A,U,A,20,11035
36-022660,O,US,NY,NEW YORK,40.650992,-73.76295,40 39 03.57N,073 45 46.62W,NAVAID,1,9,21,U,1.0,A,U,A,20,11035
36-022659,O,US,NY,NEW YORK,40.651103,-73.763133,40 39 03.97N,073 45 47.28W,TOWER,1,15,27,U,1.0,A,U,A,20,11035
36-022663,O,US,NY,NEW YORK,40.651114,-73.768908,40 39 04.01N,073 46 08.07W,BLDG,1,63,74,U,1.0,A,U,A,20,11035
36-022661,O,US,NY,NEW YORK,40.651222,-73.762989,40 39 04.40N,073 45 46.76W,GEN UTIL,1,16,28,U,1.0,A,U,A,20,11035
36-022662,O,US,NY,NEW YORK,40.652825,-73.772367,40 39 10.17N,073 46 20.52W,BLDG,1,78,88,U,1.0,A,U,A,20,11035
36-022664,O,US,NY,NEW YORK,40.653017,-73.767147,40 39 10.86N,073 46 01.73W,BLDG,1,69,81,U,1.0,A,U,A,20,11035
36-151499,U,US,NY,NEW YORK,40.653722,-73.866083,40 39 13.40N,073 51 57.90W,BLDG,1,77,89,N,4.0,D,N,2017AEA12537OE A,20,19182
36-022648,O,US,NY,NEW YORK,40.653775,-73.786308,40 39 13.59N,073 47 10.71W,POLE,1,34,43,U,1.0,A,U,A,20,11035
36-151498,U,US,NY,NEW YORK,40.653833,-73.867083,40 39 13.80N,073 52 01.50W,BLDG,1,109,122,N,4.0,D,N,2017AEA12538OE A,20,19182
36-022653,O,US,NY,NEW YORK,40.654094,-73.784678,40 39 14.74N,073 47 04.84W,TOWER,1,49,59,U,1.0,A,U,A,20,11035
36-022652,O,US,NY,NEW YORK,40.654222,-73.819633,40 39 15.20N,073 49 10.68W,BLDG,1,100,110,U,1.0,A,U,A,20,11035
36-025675,O,US,NY,BROOKLYN,40.654319,-73.896231,40 39 15.55N,073 53 46.43W,POLE,1,80,92,N,1.0,A,N,2012AEA01998OE A,20,12153
36-022649,O,US,NY,NEW YORK,40.655283,-73.789411,40 39 19.02N,073 47 21.88W,POLE,1,35,44,U,1.0,A,U,A,20,11035
36-022655,O,US,NY,NEW YORK,40.656128,-73.780953,40 39 22.06N,073 46 51.43W,BLDG,1,49,58,U,1.0,A,U,A,20,11035
36-022651,O,US,NY,NEW YORK,40.656269,-73.790922,40 39 22.57N,073 47 27.32W,FENCE,1,16,26,U,1.0,A,U,A,20,11035
36-000231,O,US,NY,BROOKLYN,40.656944,-73.937778,40 39 25.00N,073 56 16.00W,BLDG,1,293,337,U,9.0,I,M,C,20,14152
36-022650,O,US,NY,NEW YORK,40.657342,-73.792108,40 39 26.43N,073 47 31.59W,FENCE,1,16,27,U,1.0,A,U,A,20,11035
36-151500,U,US,NY,NEW YORK,40.657583,-73.868111,40 39 27.30N,073 52 05.20W,BLDG,1,109,123,N,4.0,D,N,2017AEA12541OE A,20,19182
36-022654,O,US,NY,NEW YORK,40.657631,-73.792636,40 39 27.47N,073 47 33.49W,POLE,1,19,30,U,1.0,A,U,A,20,11035
36-151496,U,US,NY,NEW YORK,40.657806,-73.867472,40 39 28.10N,073 52 02.90W,BLDG,1,87,103,N,4.0,D,N,2017AEA12539OE A,20,19182
36-151501,U,US,NY,NEW YORK,40.657917,-73.867806,40 39 28.50N,073 52 04.10W,BLDG,1,109,123,N,4.0,D,N,2017AEA12540OE A,20,19182
36-022636,O,US,NY,NEW YORK,40.657944,-73.76945,40 39 28.60N,073 46 10.02W,BLDG,1,116,125,U,1.0,A,U,A,20,11035
36-022637,O,US,NY,NEW YORK,40.658053,-73.790814,40 39 28.99N,073 47 26.93W,ELEC SYS,1,7,18,U,1.0,A,U,A,20,11035
36-151502,U,US,NY,NEW YORK,40.658167,-73.866278,40 39 29.40N,073 51 58.60W,BLDG,1,109,122,N,4.0,D,N,2017AEA12542OE A,20,19183
36-022641,O,US,NY,NEW YORK,40.658181,-73.795967,40 39 29.45N,073 47 45.48W,POLE,1,55,67,U,1.0,A,U,A,20,11035
36-022642,O,US,NY,NEW YORK,40.659281,-73.795944,40 39 33.41N,073 47 45.40W,POLE,1,54,66,U,1.0,A,U,A,20,11035
36-022640,O,US,NY,NEW YORK,40.659492,-73.791514,40 39 34.17N,073 47 29.45W,POLE,1,22,31,U,1.0,A,U,A,20,11035
36-150721,U,US,NY,NEW YORK,40.66,-73.871389,40 39 36.00N,073 52 17.00W,BLDG,1,42,56,N,4.0,D,N,2018AEA13257OE A,20,19141
36-022639,O,US,NY,NEW YORK,40.660178,-73.790039,40 39 36.64N,073 47 24.14W,BLDG,1,45,55,U,1.0,A,U,A,20,11035
36-150875,U,US,NY,NEW YORK,40.660278,-73.870833,40 39 37.00N,073 52 15.00W,BLDG,1,42,56,N,4.0,D,N,2018AEA13258OE A,20,19165
36-022645,O,US,NY,NEW YORK,40.661011,-73.791614,40 39 39.64N,073 47 29.81W,POLE,1,49,58,U,1.0,A,U,A,20,11035
36-022643,O,US,NY,NEW YORK,40.6611,-73.795917,40 39 39.96N,073 47 45.30W,POLE,1,42,54,U,1.0,A,U,A,20,11035
36-022644,O,US,NY,NEW YORK,40.662128,-73.7959,40 39 43.66N,073 47 45.24W,POLE,1,54,66,U,1.0,A,U,A,20,11035
36-001537,O,US,NY,BROOKLYN,40.663714,-73.961389,40 39 49.37N,073 57 41.00W,TOWER,1,310,395,D,5.0,D,N,2004AEA00150OE C,20,6093
36-002411,O,US,NY,BROOKLYN,40.664444,-73.958889,40 39 52.00N,073 57 32.00W,BLDG-TWR,1,262,342,R,5.0,D,N,2004AEA01590OE C,20,6141
36-001396,O,US,NY,BROOKLYN,40.664722,-73.9575,40 39 53.00N,073 57 27.00W,BLDG-TWR,1,400,484,R,3.0,D,N,1996AEA01077OE C,20,14152
36-150392,U,US,NY,NEW YORK,40.665242,-73.808794,40 39 54.87N,073 48 31.66W,BLDG,1,53,72,N,4.0,D,N,2017AEA05179OE A,20,18332
36-178874,U,US,NY,NEW YORK,40.665375,-73.809006,40 39 55.35N,073 48 32.42W,BLDG,1,118,143,N,4.0,D,N,2018AEA14584OE A,20,21217
36-022638,O,US,NY,NEW YORK,40.665569,-73.811028,40 39 56.05N,073 48 39.70W,BLDG,1,68,90,N,1.0,D,N,2012AEA02048OE C,20,12153
36-221929,U,US,NY,NEW YORK,40.666103,-73.785467,40 39 57.97N,073 47 07.68W,BLDG,1,42,56,N,4.0,D,N,2021AEA15730OE A,20,23172
36-025676,O,US,NY,BROOKLYN,40.666753,-73.870572,40 40 00.31N,073 52 14.06W,POLE,1,77,92,N,1.0,A,N,2012AEA01916OE A,20,12153
36-001394,O,US,NY,BROOKLYN,40.667222,-73.959167,40 40 02.00N,073 57 33.00W,BLDG,1,331,440,R,3.0,C,N,1994AEA00417OE C,20,14152
36-129834,U,US,NY,NEW YORK,40.668525,-73.800561,40 40 06.69N,073 48 02.02W,POLE,1,27,47,N,4.0,D,N,2017AEA09827OE A,20,18064
36-001395,O,US,NY,BROOKLYN,40.670833,-73.971944,40 40 15.00N,073 58 19.00W,BLDG,2,212,354,U,3.0,C,U,C,20,14152
36-024695,O,US,NY,BROOKLYN,40.6713,-73.985017,40 40 16.68N,073 59 06.06W,BLDG,1,67,106,N,2.0,C,N,2010AEA04583OE A,20,11192
36-001390,O,US,NY,BROOKLYN,40.671944,-73.971111,40 40 19.00N,073 58 16.00W,BLDG,1,202,351,U,3.0,C,U,C,20,14152
36-129794,U,US,NY,NEW YORK,40.672181,-73.961161,40 40 19.85N,073 57 40.18W,POLE,1,27,170,N,4.0,D,N,2017AEA07390OE A,20,18037
36-129825,U,US,NY,NEW YORK,40.672319,-73.801767,40 40 20.35N,073 48 06.36W,POLE,1,27,50,N,4.0,D,N,2017AEA09800OE A,20,18064
36-001391,O,US,NY,BROOKLYN,40.673056,-73.971389,40 40 23.00N,073 58 17.00W,BLDG,1,202,336,U,3.0,C,U,C,20,14152
36-001393,O,US,NY,BROOKLYN,40.673333,-73.976389,40 40 24.00N,073 58 35.00W,BLDG,1,207,305,U,3.0,C,U,C,20,14152
36-025308,O,US,NY,BROOKLYN,40.673575,-73.903692,40 40 24.87N,073 54 13.29W,BLDG,1,103,163,N,1.0,A,N,2011AEA00476OE A,20,11209
36-129798,U,US,NY,NEW YORK,40.673758,-73.963089,40 40 25.53N,073 57 47.12W,UTILITY POLE,1,27,166,N,4.0,D,N,2017AEA07392OE A,20,18046
36-001392,O,US,NY,BROOKLYN,40.675278,-73.971111,40 40 31.00N,073 58 16.00W,BLDG,1,204,327,U,3.0,C,U,C,20,14152
36-220099,U,US,NY,BROOKLYN,40.676167,-73.871611,40 40 34.20N,073 52 17.80W,BLDG,1,93,125,N,4.0,D,N,2022AEA06228OE A,20,23082
36-025377,O,US,NY,BROOKLYN,40.676253,-73.987286,40 40 34.51N,073 59 14.23W,BLDG,1,88,104,N,1.0,A,N,2011AEA00624OE A,20,11210
36-025740,O,US,NY,BROOKLYN,40.678828,-73.925919,40 40 43.78N,073 55 33.31W,BLDG,1,103,160,N,2.0,C,N,2012AEA02990OE A,20,12233
36-171565,O,US,NY,NEW YORK,40.679592,-73.902525,40 40 46.53N,073 54 09.09W,TOWER,1,299,397,D,2.0,C,N,2018AEA13723OE A,20,20265
36-000269,O,US,NY,BROOKLYN,40.679722,-73.901389,40 40 47.00N,073 54 05.00W,TOWER,1,310,411,H,5.0,D,N,1997AEA01572OE C,20,14152
36-025741,O,US,NY,BROOKLYN,40.680514,-74.015278,40 40 49.85N,074 00 55.00W,TOWER,1,131,133,N,5.0,D,N,2012AEA03045OE A,20,12233
36-197642,O,US,NY,BROOKLYN,40.681056,-73.9685,40 40 51.80N,073 58 06.60W,BLDG,1,338,415,R,4.0,D,N,2019AEA08013OE A,20,22137
36-025649,O,US,NY,NEW YORK,40.681358,-73.958033,40 40 52.89N,073 57 28.92W,BLDG,1,114,183,N,5.0,D,N,2010AEA03067OE A,20,12299
36-030041,O,US,NY,BROOKLYN,40.681667,-73.975278,40 40 54.00N,073 58 31.00W,BLDG,1,345,396,R,4.0,D,N,2016AEA00100OE A,20,16363
36-171611,O,US,NY,NEW YORK,40.682197,-73.967283,40 40 55.91N,073 58 02.22W,BLDG,1,342,416,R,4.0,D,N,2020AEA06087OE C,20,22188
36-025785,O,US,NY,NEW YORK,40.682389,-73.971936,40 40 56.60N,073 58 18.97W,BLDG,1,106,158,N,2.0,C,N,2012AEA03433OE A,20,12278
36-001401,O,US,NY,BROOKLYN,40.6825,-73.984167,40 40 57.00N,073 59 03.00W,BLDG,3,229,250,U,3.0,C,U,C,20,14152
36-001397,O,US,NY,BROOKLYN,40.682778,-73.97,40 40 58.00N,073 58 12.00W,BLDG,1,335,384,U,3.0,C,U,2009AEA01874OE C,20,11052
36-178692,O,US,NY,NEW YORK,40.682839,-73.974044,40 40 58.22N,073 58 26.56W,BLDG,1,556,610,N,1.0,A,N,2019AEA08982OE A,20,21179
36-000224,O,US,NY,BROOKLYN,40.685497,-73.977739,40 41 07.79N,073 58 39.86W,BLDG,1,526,568,R,3.0,C,M,2005AEA03803OE C,20,6001
36-025555,O,US,NY,BROOKLYN,40.685697,-73.957264,40 41 08.51N,073 57 26.15W,BLDG,1,83,146,N,1.0,A,N,2011AEA03656OE A,20,11339
36-226660,O,US,NY,BROOKLYN,40.685775,-73.978961,40 41 08.79N,073 58 44.26W,BLDG,1,507,549,R,2.0,D,N,2020AEA09677OE A,20,24096
36-030018,O,US,NY,BROOKLYN,40.686464,-73.978364,40 41 11.27N,073 58 42.11W,BLDG,1,395,438,R,4.0,D,N,2016AEA05035OE A,20,16350
36-150446,O,US,NY,BROOKLYN,40.687331,-73.980808,40 41 14.39N,073 58 50.91W,BLDG,1,567,609,H,1.0,A,N,2018AEA10839OE A,20,18348
36-025692,O,US,NY,NEW YORK,40.687583,-73.717422,40 41 15.30N,073 43 02.72W,BLDG,1,75,123,N,1.0,A,N,2012AEA02349OE A,20,12167
36-030054,O,US,NY,BROOKLYN,40.687869,-73.978928,40 41 16.33N,073 58 44.14W,BLDG,1,570,606,R,4.0,D,N,2022AEA12802OE C,20,23304
36-002782,O,US,NY,BROOKLYN,40.688158,-73.97875,40 41 17.37N,073 58 43.50W,BLDG,1,325,361,R,5.0,D,N,2005AEA02820OE C,20,7315
36-120554,O,US,NY,BROOKLYN,40.688511,-73.983453,40 41 18.64N,073 59 00.43W,BLDG,1,270,316,R,2.0,C,N,2015AEA07079OE A,20,17195
36-150769,O,US,NY,NEW YORK,40.688561,-73.981169,40 41 18.82N,073 58 52.21W,BLDG,1,306,343,N,1.0,A,N,2019AEA04411OE A,20,19142
36-169594,O,US,NY,BROOKLYN,40.688825,-73.9813,40 41 19.77N,073 58 52.68W,BLDG,1,534,570,R,4.0,D,N,2018AEA13968OE C,20,22230
36-001398,O,US,NY,BROOKLYN,40.688889,-73.963889,40 41 20.00N,073 57 50.00W,BLDG,2,253,326,U,3.0,C,U,C,20,14152
36-000212,O,US,NY,BROOKLYN,40.689167,-73.976389,40 41 21.00N,073 58 35.00W,TOWER,1,597,648,U,3.0,C,M,0000_EA05556OE C,20,14152
36-001399,O,US,NY,BROOKLYN,40.689167,-73.961667,40 41 21.00N,073 57 42.00W,BLDG,1,252,323,U,3.0,C,U,C,20,14152
36-029698,O,US,NY,BROOKLYN,40.689264,-73.988578,40 41 21.35N,073 59 18.88W,BLDG,1,233,271,N,4.0,D,N,2017AEA00205OE C,20,17087
36-001400,O,US,NY,BROOKLYN,40.69,-73.958889,40 41 24.00N,073 57 32.00W,BLDG,1,227,296,U,3.0,C,U,C,20,14152
36-133237,U,US,NY,BROOKLYN,40.69025,-73.986583,40 41 24.90N,073 59 11.70W,BLDG,1,280,328,N,4.0,D,N,2018AEA04032OE A,20,18144
36-025810,O,US,NY,BROOKLYN,40.690356,-73.925428,40 41 25.28N,073 55 31.54W,BLDG-TWR,1,93,147,N,1.0,A,N,2015AEA02416OE C,20,16141
36-160119,O,US,NY,BROOKLYN,40.690667,-73.982194,40 41 26.40N,073 58 55.90W,BLDG,1,1005,1048,R,4.0,D,N,2019AEA14486OE C,20,22326
36-171585,O,US,NY,NEW YORK,40.691111,-73.979722,40 41 28.00N,073 58 47.00W,BLDG,1,463,498,R,4.0,D,N,2019AEA05977OE A,20,20272
36-173433,O,US,NY,NEW YORK,40.691147,-73.983781,40 41 28.13N,073 59 01.61W,BLDG,1,572,618,N,4.0,D,N,2019AEA06693OE C,20,23030
36-027659,O,US,NY,BROOKLYN,40.691667,-73.985306,40 41 30.00N,073 59 07.10W,BLDG,1,621,666,R,5.0,D,N,2008AEA03166OE A,20,13302
36-150294,O,US,NY,BROOKLYN,40.691886,-73.982758,40 41 30.79N,073 58 57.93W,BLDG,1,721,770,R,4.0,D,N,2017AEA01223OE C,20,20111
36-030045,O,US,NY,BROOKLYN,40.691919,-73.984833,40 41 30.91N,073 59 05.40W,BLDG,1,626,672,R,4.0,D,N,2015AEA04207OE C,20,17005
36-001402,O,US,NY,BROOKLYN,40.691944,-73.991667,40 41 31.00N,073 59 30.00W,BLDG,1,398,460,U,3.0,C,N,C,20,14152
36-001403,O,US,NY,BROOKLYN,40.692222,-73.985,40 41 32.00N,073 59 06.00W,BLDG,1,399,440,U,3.0,C,N,C,20,14152
36-001505,O,US,NY,BROOKLYN,40.692778,-73.984444,40 41 34.00N,073 59 04.00W,BLDG,1,430,471,R,5.0,D,N,1989AEA01733OE C,20,14152
36-001407,O,US,NY,BROOKLYN,40.693333,-73.991111,40 41 36.00N,073 59 28.00W,BLDG,1,453,522,U,3.0,C,N,C,20,14152
36-001526,O,US,NY,BROOKLYN,40.693333,-73.987222,40 41 36.00N,073 59 14.00W,BLDG,1,369,411,N,5.0,D,N,1989AEA02166OE C,20,14152
36-124139,O,US,NY,BROOKLYN,40.693531,-73.982433,40 41 36.71N,073 58 56.76W,BLDG,1,385,419,R,4.0,D,N,2016AEA00389OE A,20,17244
36-002065,U,US,NY,BROOKLYN,40.693611,-73.991389,40 41 37.00N,073 59 29.00W,BLDG,1,353,428,U,4.0,D,N,1998AEA03099OE C,20,14124
36-025587,O,US,NY,BROOKLYN,40.69385,-73.977558,40 41 37.86N,073 58 39.21W,BLDG,1,105,139,N,2.0,C,N,2011AEA04334OE A,20,14086
36-020662,U,US,NY,BROOKLYN,40.694083,-73.982861,40 41 38.70N,073 58 58.30W,BLDG,1,440,468,R,4.0,D,N,2008AEA00001OE C,20,14124
36-025855,O,US,NY,BROOKLYN,40.694414,-73.99135,40 41 39.89N,073 59 28.86W,BLDG,1,175,255,N,2.0,C,N,2012AEA04907OE A,20,12339
36-002243,U,US,NY,BROOKLYN,40.695,-73.987222,40 41 42.00N,073 59 14.00W,BLDG,1,473,518,U,4.0,D,N,2000AEA04548OE C,20,14124
36-001408,O,US,NY,BROOKLYN,40.695,-73.991389,40 41 42.00N,073 59 29.00W,BLDG,1,392,471,R,3.0,C,N,1990AEA00294OE C,20,14152
36-129840,U,US,NY,NEW YORK,40.695572,-73.864119,40 41 44.06N,073 51 50.83W,POLE,1,23,124,N,4.0,D,N,2017AEA05690OE A,20,18060
36-027551,O,US,NY,BROOKLYN,40.695833,-73.987361,40 41 45.00N,073 59 14.50W,BLDG,1,166,211,N,2.0,C,N,2012AEA05760OE A,20,13088
36-002043,O,US,NY,BROOKLYN,40.696667,-73.989444,40 41 48.00N,073 59 22.00W,BLDG,1,260,338,R,5.0,D,N,1999AEA03190OE C,20,14152
36-025596,O,US,NY,BROOKLYN,40.696725,-73.953142,40 41 48.21N,073 57 11.31W,BLDG,1,141,160,N,1.0,A,N,2011AEA04459OE A,20,11362
36-001409,O,US,NY,BROOKLYN,40.697778,-73.994167,40 41 52.00N,073 59 39.00W,BLDG,1,329,405,U,3.0,C,U,C,20,14152
36-001404,O,US,NY,BROOKLYN,40.697778,-73.973611,40 41 52.00N,073 58 25.00W,TOWER,1,255,270,U,3.0,C,U,C,20,14152
36-001410,O,US,NY,BROOKLYN,40.698333,-73.991944,40 41 54.00N,073 59 31.00W,BLDG,1,335,407,U,3.0,C,U,C,20,14152
36-001405,O,US,NY,BROOKLYN,40.698333,-73.971111,40 41 54.00N,073 58 16.00W,BLDG-TWR,1,256,271,N,5.0,D,N,2013AEA00978OE C,20,13143
36-226747,U,US,NY,NEW YORK,40.698583,-73.806378,40 41 54.90N,073 48 22.96W,BLDG,1,288,331,R,1.0,A,N,2024AEA00784OE A,20,24135
36-001658,O,US,NY,BROOKLYN,40.699444,-73.9875,40 41 58.00N,073 59 15.00W,BLDG,1,395,454,D,4.0,D,N,1992AEA00669OE C,20,14152
